"Schenderlein, Dr. Christiane",MdB,CDU/CSU
"Scheuer, Andreas",MdB,CDU/CSU  *
"Schieder, Marianne",MdB,SPD
"Schiefner, Udo",MdB,SPD
"Schielke-Ziesing, Ulrike",MdB,AfD
"Schierenbeck, Peggy",MdB,SPD
"Schiller, Manfred",MdB,AfD
"Schimke, Jana",MdB,CDU/CSU
"Schisanowski, Timo",MdB,SPD
"Schmid, Christoph",MdB,SPD
"Schmid, Dr. Nils",MdB,SPD
"Schmidt (Wetzlar), Dagmar",MdB,SPD
"Schmidt, Eugen",MdB,AfD
"Schmidt, Jan Wenzel",MdB,AfD
"Schmidt, Stefan",MdB,Bündnis 90/Die Grünen
"Schmidt, Uwe",MdB,SPD
"Schneider (Erfurt), Carsten",MdB,SPD
"Schneider, Daniel",MdB,SPD
"Schneider, Jörg",MdB,AfD
"Schnieder, Patrick",MdB,CDU/CSU
"Schön, Nadine",MdB,CDU/CSU
"Schönberger, Marlene",MdB,Bündnis 90/Die Grünen
"Scholz, Olaf",MdB,SPD
"Schraps, Johannes",MdB,SPD
"Schreider, Christian",MdB,SPD
"Schreiner, Felix",MdB,CDU/CSU
"Schrodi, Michael",MdB,SPD
"Schröder, Christina-Johanne",MdB,Bündnis 90/Die Grünen
"Schröder, Ria",MdB,FDP
"Schulz, Anja",MdB,FDP
"Schulz, Uwe",MdB,AfD
"Schulz-Asche, Kordula",MdB,Bündnis 90/Die Grünen
"Schulze, Svenja",MdB,SPD
"Schwabe, Frank",MdB,SPD
"Schwartze, Stefan",MdB,SPD
"Schwarz, Andreas",MdB,SPD
"Schwarz, Armin",MdB,CDU/CSU  *
"Schwarzelühr-Sutter, Rita",MdB,SPD
"Seestern-Pauly, Matthias",MdB,FDP
"Seidler, Stefan",MdB,fraktionslos
"Seif, Detlef",MdB,CDU/CSU
"Seiter, Prof. Dr. Stephan",MdB,FDP
"Seitz, Thomas",MdB,fraktionslos
"Seitzl, Dr. Lina",MdB,SPD
"Sekmen, Melis",MdB,CDU/CSU
"Semet, Rainer",MdB,FDP
"Sichert, Martin",MdB,AfD
"Silberhorn, Thomas",MdB,CDU/CSU
"Simon, Björn",MdB,CDU/CSU
"Sitte, Dr. Petra",MdB,Gruppe Die Linke
"Skudelny, Judith",MdB,FDP
"Slawik, Nyke",MdB,Bündnis 90/Die Grünen
"Sorge, Tino",MdB,CDU/CSU
"Spahn, Jens",MdB,CDU/CSU
"Spallek, Dr. Anne Monika",MdB,Bündnis 90/Die Grünen
"Spaniel, Dr. Dirk",MdB,AfD
"Spellerberg, Merle",MdB,Bündnis 90/Die Grünen
"Springer, René",MdB,AfD
"Stadler, Svenja",MdB,SPD
"Staffler, Katrin",MdB,CDU/CSU
"Stahr, Nina",MdB,Bündnis 90/Die Grünen  *
"Stamm-Fibich, Martina",MdB,SPD
"Stark-Watzinger, Bettina",MdB,FDP
"Steffen, Dr. Till",MdB,Bündnis 90/Die Grünen
"Stefinger, Dr. Wolfgang",MdB,CDU/CSU
"Stegemann, Albert",MdB,CDU/CSU
"Stegner, Dr. Ralf",MdB,SPD
"Stein, Mathias",MdB,SPD
"Steiniger, Johannes",MdB,CDU/CSU
"Steinmüller, Hanna",MdB,Bündnis 90/Die Grünen
"Stetten, Christian Freiherr von",MdB,CDU/CSU
"Sthamer, Nadja",MdB,SPD
"Stier, Dieter",MdB,CDU/CSU
"Stockmeier, Konrad",MdB,FDP
"Stöber, Klaus",MdB,AfD
"Stöcker, Diana",MdB,CDU/CSU  *
"Storch, Beatrix von",MdB,AfD
"Storjohann, Gero",MdB,CDU/CSU  **
"Strack-Zimmermann, Dr. Marie-Agnes",MdB,FDP  *
"Stracke, Stephan",MdB,CDU/CSU
"Strasser, Benjamin",MdB,FDP
"Straubinger, Max",MdB,CDU/CSU
"Strengmann-Kuhn, Dr. Wolfgang",MdB,Bündnis 90/Die Grünen
"Stüwe, Ruppert",MdB,SPD
"Stumpp, Christina",MdB,CDU/CSU
"Taher Saleh, Kassem",MdB,Bündnis 90/Die Grünen
"Tatti, Jessica",MdB,Gruppe BSW
"Tausend, Claudia",MdB,SPD
"Tebroke, Dr. Hermann-Josef",MdB,CDU/CSU
"Tesfaiesus, Awet",MdB,Bündnis 90/Die Grünen
"Teuteberg, Linda",MdB,FDP
"Teutrine, Jens",MdB,FDP
"Theurer, Michael",MdB,FDP  *
"Thews, Michael",MdB,SPD
"Thies, Hans-Jürgen",MdB,CDU/CSU
"Thomae, Stephan",MdB,FDP
"Throm, Alexander",MdB,CDU/CSU
"Tillmann, Antje",MdB,CDU/CSU
"Timmermann-Fechter, Astrid",MdB,CDU/CSU
"Tippelt, Nico",MdB,FDP
"Todtenhausen, Manfred",MdB,FDP
"Töns, Markus",MdB,SPD
"Toncar, Dr. Florian",MdB,FDP
"Träger, Carsten",MdB,SPD
"Trittin, Jürgen",MdB,Bündnis 90/Die Grünen  *
"Troff-Schaffarzyk, Anja",MdB,SPD
"Trăsnea, Ana-Maria",MdB,SPD  *
"Türk-Nachbaur, Derya",MdB,SPD
"Uhl, Markus",MdB,CDU/CSU
"Uhlig, Katrin",MdB,Bündnis 90/Die Grünen
"Ullmann, Prof. Dr. Andrew",MdB,FDP
"Ullrich, Frank",MdB,SPD
"Ullrich, Gerald",MdB,FDP
"Ullrich, Dr. Volker",MdB,CDU/CSU
"Ulrich, Alexander",MdB,Gruppe BSW
"Verlinden, Dr. Julia",MdB,Bündnis 90/Die Grünen
"Vieregge, Kerstin",MdB,CDU/CSU
"Völlers, Marja-Liisa",MdB,SPD
"Vöpel, Dirk",MdB,SPD
"Vogel, Johannes",MdB,FDP
"Vogler, Kathrin",MdB,Gruppe Die Linke
"Vogt, Dr. Oliver",MdB,CDU/CSU
"Vontz, Emily",MdB,SPD
"Vries, Christoph de",MdB,CDU/CSU
"Wadephul, Dr. Johann David",MdB,CDU/CSU
"Wagener, Niklas",MdB,Bündnis 90/Die Grünen
"Wagener, Robin",MdB,Bündnis 90/Die Grünen
"Wagenknecht, Dr. Sahra",MdB,Gruppe BSW
"Wagner, Dr. Carolin",MdB,SPD
"Wagner, Johannes",MdB,Bündnis 90/Die Grünen
"Wagner, Tim",MdB,FDP
"Wallstein, Maja",MdB,SPD
"Walter, Hannes",MdB,SPD
"Walter-Rosenheimer, Beate",MdB,Bündnis 90/Die Grünen
"Wanderwitz, Marco",MdB,CDU/CSU
"Warken, Nina",MdB,CDU/CSU
"Weeser, Sandra",MdB,FDP
"Wegge, Carmen",MdB,SPD
"Wegling, Melanie",MdB,SPD
"Weidel, Dr. Alice",MdB,AfD
"Weingarten, Dr. Joe",MdB,SPD
"Weisgerber, Dr. Anja",MdB,CDU/CSU
"Weishaupt, Saskia",MdB,Bündnis 90/Die Grünen
"Weiss, Dr. jur. Maria-Lena",MdB,CDU/CSU
"Weiss (Wesel I), Sabine",MdB,CDU/CSU
"Wellenreuther, Ingo",MdB,CDU/CSU
"Wenzel, Stefan",MdB,Bündnis 90/Die Grünen
"Werner, Lena",MdB,SPD
"Westig, Nicole",MdB,FDP
"Westphal, Bernd",MdB,SPD
"Weyel, Prof. Dr. Harald",MdB,AfD
"Whittaker, Kai",MdB,CDU/CSU
"Widmann-Mauz, Annette",MdB,CDU/CSU
"Wiehle, Wolfgang",MdB,AfD
"Wiener, Dr. Klaus",MdB,CDU/CSU
"Wiese, Dirk",MdB,SPD
"Wiesmann, Bettina Margarethe",MdB,CDU/CSU
"Willkomm, Katharina",MdB,FDP
"Willsch, Klaus-Peter",MdB,CDU/CSU
"Winkelmeier-Becker, Elisabeth",MdB,CDU/CSU
"Winkler, Tobias",MdB,CDU/CSU
"Winklmann, Tina",MdB,Bündnis 90/Die Grünen
"Wirth, Dr. Christian",MdB,AfD
"Wissing, Dr. Volker",MdB,FDP
"Wissler, Janine",MdB,Gruppe Die Linke
"Witt, Uwe",MdB,fraktionslos
"Wittmann, Mechthilde",MdB,CDU/CSU
"Wollmann, Dr. Herbert",MdB,SPD
"Wulf, Mareike Lotte",MdB,CDU/CSU
"Wundrak, Joachim",MdB,AfD
"Yüksel, Gülistan",MdB,SPD
"Zeulner, Emmi",MdB,CDU/CSU
"Ziegler, Kay-Uwe",MdB,AfD
"Ziemiak, Paul",MdB,CDU/CSU
"Zierke, Stefan",MdB,SPD
"Zimmermann, Dr. Jens",MdB,SPD
"Zippelius, Nicolas",MdB,CDU/CSU
"Zorn, Armand",MdB,SPD
"Zschau, Katrin",MdB,SPD
